locus_tag,essential,genome
BW25113_0247,FALSE,Escherichia_coli_BW25113
BW25113_0248,FALSE,Escherichia_coli_BW25113
BW25113_0341,FALSE,Escherichia_coli_BW25113
BW25113_0411,FALSE,Escherichia_coli_BW25113
BW25113_0429,FALSE,Escherichia_coli_BW25113
BW25113_0508,FALSE,Escherichia_coli_BW25113
BW25113_0549,FALSE,Escherichia_coli_BW25113
BW25113_0899,FALSE,Escherichia_coli_BW25113
BW25113_0968,FALSE,Escherichia_coli_BW25113
BW25113_1022,FALSE,Escherichia_coli_BW25113
BW25113_1058,FALSE,Escherichia_coli_BW25113
BW25113_1074,FALSE,Escherichia_coli_BW25113
BW25113_1150,FALSE,Escherichia_coli_BW25113
BW25113_1259,FALSE,Escherichia_coli_BW25113
BW25113_1282,FALSE,Escherichia_coli_BW25113
BW25113_1283,FALSE,Escherichia_coli_BW25113
BW25113_1585,FALSE,Escherichia_coli_BW25113
BW25113_2274,FALSE,Escherichia_coli_BW25113
BW25113_2295,FALSE,Escherichia_coli_BW25113
BW25113_2689,FALSE,Escherichia_coli_BW25113
BW25113_2725,FALSE,Escherichia_coli_BW25113
BW25113_2782,FALSE,Escherichia_coli_BW25113
BW25113_2985,FALSE,Escherichia_coli_BW25113
BW25113_3011,FALSE,Escherichia_coli_BW25113
BW25113_3367,FALSE,Escherichia_coli_BW25113
BW25113_3406,FALSE,Escherichia_coli_BW25113
BW25113_3457,FALSE,Escherichia_coli_BW25113
BW25113_3516,FALSE,Escherichia_coli_BW25113
BW25113_3532,TRUE,Escherichia_coli_BW25113
BW25113_3537,FALSE,Escherichia_coli_BW25113
BW25113_3542,FALSE,Escherichia_coli_BW25113
BW25113_3564,FALSE,Escherichia_coli_BW25113
BW25113_3576,FALSE,Escherichia_coli_BW25113
BW25113_3684,FALSE,Escherichia_coli_BW25113
BW25113_3780,FALSE,Escherichia_coli_BW25113
BW25113_3823,FALSE,Escherichia_coli_BW25113
BW25113_3832,FALSE,Escherichia_coli_BW25113
BW25113_3871,FALSE,Escherichia_coli_BW25113
BW25113_3893,FALSE,Escherichia_coli_BW25113
BW25113_3897,FALSE,Escherichia_coli_BW25113
BW25113_3954,FALSE,Escherichia_coli_BW25113
BW25113_4064,FALSE,Escherichia_coli_BW25113
BW25113_4071,FALSE,Escherichia_coli_BW25113
BW25113_4102,FALSE,Escherichia_coli_BW25113
BW25113_4295,FALSE,Escherichia_coli_BW25113
BW25113_4324,FALSE,Escherichia_coli_BW25113
BW25113_4396,FALSE,Escherichia_coli_BW25113
BW25113_4453,FALSE,Escherichia_coli_BW25113
BW25113_4479,FALSE,Escherichia_coli_BW25113
BW25113_4676,FALSE,Escherichia_coli_BW25113
BW25113_0003,FALSE,Escherichia_coli_BW25113
BW25113_0005,FALSE,Escherichia_coli_BW25113
BW25113_0107,FALSE,Escherichia_coli_BW25113
BW25113_0132,FALSE,Escherichia_coli_BW25113
BW25113_0137,FALSE,Escherichia_coli_BW25113
BW25113_0363,FALSE,Escherichia_coli_BW25113
BW25113_0389,FALSE,Escherichia_coli_BW25113
BW25113_0394,FALSE,Escherichia_coli_BW25113
BW25113_0426,FALSE,Escherichia_coli_BW25113
BW25113_0446,FALSE,Escherichia_coli_BW25113
BW25113_0464,FALSE,Escherichia_coli_BW25113
BW25113_0565,FALSE,Escherichia_coli_BW25113
BW25113_0620,FALSE,Escherichia_coli_BW25113
BW25113_0834,FALSE,Escherichia_coli_BW25113
BW25113_0844,FALSE,Escherichia_coli_BW25113
BW25113_0952,FALSE,Escherichia_coli_BW25113
BW25113_1044,FALSE,Escherichia_coli_BW25113
BW25113_1365,FALSE,Escherichia_coli_BW25113
BW25113_1932,FALSE,Escherichia_coli_BW25113
BW25113_2086,FALSE,Escherichia_coli_BW25113
BW25113_2091,FALSE,Escherichia_coli_BW25113
BW25113_2398,FALSE,Escherichia_coli_BW25113
BW25113_2504,FALSE,Escherichia_coli_BW25113
BW25113_2634,FALSE,Escherichia_coli_BW25113
BW25113_2713,FALSE,Escherichia_coli_BW25113
BW25113_2734,FALSE,Escherichia_coli_BW25113
BW25113_2768,FALSE,Escherichia_coli_BW25113
BW25113_2896,FALSE,Escherichia_coli_BW25113
BW25113_3062,FALSE,Escherichia_coli_BW25113
BW25113_3078,FALSE,Escherichia_coli_BW25113
BW25113_3086,FALSE,Escherichia_coli_BW25113
BW25113_3248,FALSE,Escherichia_coli_BW25113
BW25113_3347,FALSE,Escherichia_coli_BW25113
BW25113_3383,FALSE,Escherichia_coli_BW25113
BW25113_3425,FALSE,Escherichia_coli_BW25113
BW25113_3466,FALSE,Escherichia_coli_BW25113
BW25113_3492,FALSE,Escherichia_coli_BW25113
BW25113_3499,FALSE,Escherichia_coli_BW25113
BW25113_3513,FALSE,Escherichia_coli_BW25113
BW25113_3565,FALSE,Escherichia_coli_BW25113
BW25113_3579,FALSE,Escherichia_coli_BW25113
BW25113_3647,FALSE,Escherichia_coli_BW25113
BW25113_3655,FALSE,Escherichia_coli_BW25113
BW25113_3662,FALSE,Escherichia_coli_BW25113
BW25113_3677,FALSE,Escherichia_coli_BW25113
BW25113_3715,FALSE,Escherichia_coli_BW25113
BW25113_3749,FALSE,Escherichia_coli_BW25113
BW25113_3781,FALSE,Escherichia_coli_BW25113
BW25113_3792,FALSE,Escherichia_coli_BW25113
BW25113_3937,FALSE,Escherichia_coli_BW25113
BW25113_3942,FALSE,Escherichia_coli_BW25113
BW25113_3943,FALSE,Escherichia_coli_BW25113
BW25113_3994,FALSE,Escherichia_coli_BW25113
BW25113_4073,FALSE,Escherichia_coli_BW25113
BW25113_4088,FALSE,Escherichia_coli_BW25113
BW25113_4112,FALSE,Escherichia_coli_BW25113
BW25113_4135,FALSE,Escherichia_coli_BW25113
BW25113_4183,FALSE,Escherichia_coli_BW25113
BW25113_4190,FALSE,Escherichia_coli_BW25113
BW25113_4268,FALSE,Escherichia_coli_BW25113
BW25113_4300,FALSE,Escherichia_coli_BW25113
BW25113_4346,FALSE,Escherichia_coli_BW25113
BW25113_0067,FALSE,Escherichia_coli_BW25113
BW25113_0068,FALSE,Escherichia_coli_BW25113
BW25113_0191,FALSE,Escherichia_coli_BW25113
BW25113_0261,FALSE,Escherichia_coli_BW25113
BW25113_0270,TRUE,Escherichia_coli_BW25113
BW25113_0286,FALSE,Escherichia_coli_BW25113
BW25113_0380,FALSE,Escherichia_coli_BW25113
BW25113_0385,FALSE,Escherichia_coli_BW25113
BW25113_0396,FALSE,Escherichia_coli_BW25113
BW25113_0425,FALSE,Escherichia_coli_BW25113
BW25113_0803,FALSE,Escherichia_coli_BW25113
BW25113_1103,FALSE,Escherichia_coli_BW25113
BW25113_1148,FALSE,Escherichia_coli_BW25113
BW25113_1155,FALSE,Escherichia_coli_BW25113
BW25113_1178,FALSE,Escherichia_coli_BW25113
BW25113_1346,FALSE,Escherichia_coli_BW25113
BW25113_1383,FALSE,Escherichia_coli_BW25113
BW25113_1582,FALSE,Escherichia_coli_BW25113
BW25113_1877,FALSE,Escherichia_coli_BW25113
BW25113_2040,FALSE,Escherichia_coli_BW25113
BW25113_2376,FALSE,Escherichia_coli_BW25113
BW25113_2399,FALSE,Escherichia_coli_BW25113
BW25113_2457,FALSE,Escherichia_coli_BW25113
BW25113_2593,FALSE,Escherichia_coli_BW25113
BW25113_2669,FALSE,Escherichia_coli_BW25113
BW25113_2683,FALSE,Escherichia_coli_BW25113
BW25113_2887,FALSE,Escherichia_coli_BW25113
BW25113_2899,FALSE,Escherichia_coli_BW25113
BW25113_2929,FALSE,Escherichia_coli_BW25113
BW25113_2950,FALSE,Escherichia_coli_BW25113
BW25113_2964,FALSE,Escherichia_coli_BW25113
BW25113_3040,FALSE,Escherichia_coli_BW25113
BW25113_3054,FALSE,Escherichia_coli_BW25113
BW25113_3129,FALSE,Escherichia_coli_BW25113
BW25113_3149,FALSE,Escherichia_coli_BW25113
BW25113_3180,FALSE,Escherichia_coli_BW25113
BW25113_3241,FALSE,Escherichia_coli_BW25113
BW25113_3269,FALSE,Escherichia_coli_BW25113
BW25113_3289,FALSE,Escherichia_coli_BW25113
BW25113_3324,FALSE,Escherichia_coli_BW25113
BW25113_3331,FALSE,Escherichia_coli_BW25113
BW25113_3362,FALSE,Escherichia_coli_BW25113
BW25113_3366,FALSE,Escherichia_coli_BW25113
BW25113_3408,FALSE,Escherichia_coli_BW25113
BW25113_3431,FALSE,Escherichia_coli_BW25113
BW25113_3459,FALSE,Escherichia_coli_BW25113
BW25113_3465,FALSE,Escherichia_coli_BW25113
BW25113_3555,FALSE,Escherichia_coli_BW25113
BW25113_3568,FALSE,Escherichia_coli_BW25113
BW25113_3614,FALSE,Escherichia_coli_BW25113
BW25113_3628,FALSE,Escherichia_coli_BW25113
BW25113_3717,FALSE,Escherichia_coli_BW25113
BW25113_3894,FALSE,Escherichia_coli_BW25113
BW25113_3896,FALSE,Escherichia_coli_BW25113
BW25113_3900,FALSE,Escherichia_coli_BW25113
BW25113_3906,FALSE,Escherichia_coli_BW25113
BW25113_3917,FALSE,Escherichia_coli_BW25113
BW25113_4046,FALSE,Escherichia_coli_BW25113
BW25113_4057,FALSE,Escherichia_coli_BW25113
BW25113_4080,FALSE,Escherichia_coli_BW25113
BW25113_4096,FALSE,Escherichia_coli_BW25113
BW25113_4122,FALSE,Escherichia_coli_BW25113
BW25113_4136,FALSE,Escherichia_coli_BW25113
BW25113_4152,FALSE,Escherichia_coli_BW25113
BW25113_4173,FALSE,Escherichia_coli_BW25113
BW25113_4264,FALSE,Escherichia_coli_BW25113
BW25113_4265,FALSE,Escherichia_coli_BW25113
BW25113_4360,FALSE,Escherichia_coli_BW25113
BW25113_4598,FALSE,Escherichia_coli_BW25113
BW25113_4685,FALSE,Escherichia_coli_BW25113
BW25113_0011,FALSE,Escherichia_coli_BW25113
BW25113_0104,FALSE,Escherichia_coli_BW25113
BW25113_0110,FALSE,Escherichia_coli_BW25113
BW25113_0151,FALSE,Escherichia_coli_BW25113
BW25113_0511,FALSE,Escherichia_coli_BW25113
BW25113_0550,FALSE,Escherichia_coli_BW25113
BW25113_0587,FALSE,Escherichia_coli_BW25113
BW25113_0761,FALSE,Escherichia_coli_BW25113
BW25113_0858,FALSE,Escherichia_coli_BW25113
BW25113_0966,FALSE,Escherichia_coli_BW25113
BW25113_1256,FALSE,Escherichia_coli_BW25113
BW25113_1537,FALSE,Escherichia_coli_BW25113
BW25113_1562,FALSE,Escherichia_coli_BW25113
BW25113_1566,FALSE,Escherichia_coli_BW25113
BW25113_1810,FALSE,Escherichia_coli_BW25113
BW25113_1930,FALSE,Escherichia_coli_BW25113
BW25113_2002,FALSE,Escherichia_coli_BW25113
BW25113_2039,FALSE,Escherichia_coli_BW25113
BW25113_2112,FALSE,Escherichia_coli_BW25113
BW25113_2187,FALSE,Escherichia_coli_BW25113
BW25113_2461,FALSE,Escherichia_coli_BW25113
BW25113_2704,FALSE,Escherichia_coli_BW25113
BW25113_2760,FALSE,Escherichia_coli_BW25113
BW25113_2930,FALSE,Escherichia_coli_BW25113
BW25113_2987,FALSE,Escherichia_coli_BW25113
BW25113_3095,FALSE,Escherichia_coli_BW25113
BW25113_3188,FALSE,Escherichia_coli_BW25113
BW25113_3196,FALSE,Escherichia_coli_BW25113
BW25113_3222,FALSE,Escherichia_coli_BW25113
BW25113_3225,FALSE,Escherichia_coli_BW25113
BW25113_3325,FALSE,Escherichia_coli_BW25113
BW25113_3338,FALSE,Escherichia_coli_BW25113
BW25113_3354,FALSE,Escherichia_coli_BW25113
BW25113_3378,FALSE,Escherichia_coli_BW25113
BW25113_3415,FALSE,Escherichia_coli_BW25113
BW25113_3496,FALSE,Escherichia_coli_BW25113
BW25113_3610,FALSE,Escherichia_coli_BW25113
BW25113_3638,FALSE,Escherichia_coli_BW25113
BW25113_3646,FALSE,Escherichia_coli_BW25113
BW25113_3671,FALSE,Escherichia_coli_BW25113
BW25113_3700,FALSE,Escherichia_coli_BW25113
BW25113_3722,FALSE,Escherichia_coli_BW25113
BW25113_3739,FALSE,Escherichia_coli_BW25113
BW25113_3754,FALSE,Escherichia_coli_BW25113
BW25113_3755,FALSE,Escherichia_coli_BW25113
BW25113_3956,FALSE,Escherichia_coli_BW25113
BW25113_3991,FALSE,Escherichia_coli_BW25113
BW25113_3996,FALSE,Escherichia_coli_BW25113
BW25113_4061,FALSE,Escherichia_coli_BW25113
BW25113_4077,FALSE,Escherichia_coli_BW25113
BW25113_4087,FALSE,Escherichia_coli_BW25113
BW25113_4175,FALSE,Escherichia_coli_BW25113
BW25113_4192,FALSE,Escherichia_coli_BW25113
BW25113_4198,FALSE,Escherichia_coli_BW25113
BW25113_4212,FALSE,Escherichia_coli_BW25113
BW25113_4241,FALSE,Escherichia_coli_BW25113
BW25113_4296,FALSE,Escherichia_coli_BW25113
BW25113_4332,FALSE,Escherichia_coli_BW25113
BW25113_4353,FALSE,Escherichia_coli_BW25113
BW25113_4386,FALSE,Escherichia_coli_BW25113
BW25113_4398,FALSE,Escherichia_coli_BW25113
BW25113_4484,FALSE,Escherichia_coli_BW25113
BW25113_0070,FALSE,Escherichia_coli_BW25113
BW25113_0232,FALSE,Escherichia_coli_BW25113
BW25113_0289,FALSE,Escherichia_coli_BW25113
BW25113_0292,FALSE,Escherichia_coli_BW25113
BW25113_0296,FALSE,Escherichia_coli_BW25113
BW25113_0308,FALSE,Escherichia_coli_BW25113
BW25113_0387,FALSE,Escherichia_coli_BW25113
BW25113_0424,FALSE,Escherichia_coli_BW25113
BW25113_0548,FALSE,Escherichia_coli_BW25113
BW25113_0610,FALSE,Escherichia_coli_BW25113
BW25113_1419,FALSE,Escherichia_coli_BW25113
BW25113_1974,FALSE,Escherichia_coli_BW25113
BW25113_2042,FALSE,Escherichia_coli_BW25113
BW25113_2096,FALSE,Escherichia_coli_BW25113
BW25113_2107,FALSE,Escherichia_coli_BW25113
BW25113_2259,FALSE,Escherichia_coli_BW25113
BW25113_2340,FALSE,Escherichia_coli_BW25113
BW25113_2350,FALSE,Escherichia_coli_BW25113
BW25113_2629,FALSE,Escherichia_coli_BW25113
BW25113_2750,FALSE,Escherichia_coli_BW25113
BW25113_2843,FALSE,Escherichia_coli_BW25113
BW25113_2895,FALSE,Escherichia_coli_BW25113
BW25113_2924,FALSE,Escherichia_coli_BW25113
BW25113_2952,FALSE,Escherichia_coli_BW25113
BW25113_2963,FALSE,Escherichia_coli_BW25113
BW25113_2996,FALSE,Escherichia_coli_BW25113
BW25113_3023,FALSE,Escherichia_coli_BW25113
BW25113_3061,FALSE,Escherichia_coli_BW25113
BW25113_3070,FALSE,Escherichia_coli_BW25113
BW25113_3085,FALSE,Escherichia_coli_BW25113
BW25113_3088,FALSE,Escherichia_coli_BW25113
BW25113_3094,FALSE,Escherichia_coli_BW25113
BW25113_3107,FALSE,Escherichia_coli_BW25113
BW25113_3161,FALSE,Escherichia_coli_BW25113
BW25113_3195,FALSE,Escherichia_coli_BW25113
BW25113_3292,FALSE,Escherichia_coli_BW25113
BW25113_3326,FALSE,Escherichia_coli_BW25113
BW25113_3327,FALSE,Escherichia_coli_BW25113
BW25113_3358,FALSE,Escherichia_coli_BW25113
BW25113_3379,FALSE,Escherichia_coli_BW25113
BW25113_3381,FALSE,Escherichia_coli_BW25113
BW25113_3394,FALSE,Escherichia_coli_BW25113
BW25113_3396,FALSE,Escherichia_coli_BW25113
BW25113_3397,FALSE,Escherichia_coli_BW25113
BW25113_3399,FALSE,Escherichia_coli_BW25113
BW25113_3409,FALSE,Escherichia_coli_BW25113
BW25113_3476,FALSE,Escherichia_coli_BW25113
BW25113_3533,FALSE,Escherichia_coli_BW25113
BW25113_3544,FALSE,Escherichia_coli_BW25113
BW25113_3653,FALSE,Escherichia_coli_BW25113
BW25113_3687,FALSE,Escherichia_coli_BW25113
BW25113_3696,FALSE,Escherichia_coli_BW25113
BW25113_3720,FALSE,Escherichia_coli_BW25113
BW25113_3751,FALSE,Escherichia_coli_BW25113
BW25113_3772,FALSE,Escherichia_coli_BW25113
BW25113_3791,FALSE,Escherichia_coli_BW25113
BW25113_3830,FALSE,Escherichia_coli_BW25113
BW25113_3836,FALSE,Escherichia_coli_BW25113
BW25113_3892,FALSE,Escherichia_coli_BW25113
BW25113_3912,FALSE,Escherichia_coli_BW25113
BW25113_3941,FALSE,Escherichia_coli_BW25113
BW25113_3995,FALSE,Escherichia_coli_BW25113
BW25113_4006,FALSE,Escherichia_coli_BW25113
BW25113_4012,FALSE,Escherichia_coli_BW25113
BW25113_4020,FALSE,Escherichia_coli_BW25113
BW25113_4030,FALSE,Escherichia_coli_BW25113
BW25113_4068,FALSE,Escherichia_coli_BW25113
BW25113_4070,FALSE,Escherichia_coli_BW25113
BW25113_4082,FALSE,Escherichia_coli_BW25113
BW25113_4108,FALSE,Escherichia_coli_BW25113
BW25113_4130,FALSE,Escherichia_coli_BW25113
BW25113_4209,FALSE,Escherichia_coli_BW25113
BW25113_4227,FALSE,Escherichia_coli_BW25113
BW25113_4269,FALSE,Escherichia_coli_BW25113
BW25113_4297,FALSE,Escherichia_coli_BW25113
BW25113_4333,FALSE,Escherichia_coli_BW25113
BW25113_4335,FALSE,Escherichia_coli_BW25113
BW25113_0019,FALSE,Escherichia_coli_BW25113
BW25113_0046,FALSE,Escherichia_coli_BW25113
BW25113_0133,FALSE,Escherichia_coli_BW25113
BW25113_0136,FALSE,Escherichia_coli_BW25113
BW25113_0391,FALSE,Escherichia_coli_BW25113
BW25113_0432,FALSE,Escherichia_coli_BW25113
BW25113_0435,FALSE,Escherichia_coli_BW25113
BW25113_0451,FALSE,Escherichia_coli_BW25113
BW25113_0467,FALSE,Escherichia_coli_BW25113
BW25113_0560,FALSE,Escherichia_coli_BW25113
BW25113_0686,FALSE,Escherichia_coli_BW25113
BW25113_0770,FALSE,Escherichia_coli_BW25113
BW25113_0977,FALSE,Escherichia_coli_BW25113
BW25113_1077,FALSE,Escherichia_coli_BW25113
BW25113_1171,FALSE,Escherichia_coli_BW25113
BW25113_1179,FALSE,Escherichia_coli_BW25113
BW25113_1583,FALSE,Escherichia_coli_BW25113
BW25113_1797,FALSE,Escherichia_coli_BW25113
BW25113_1837,FALSE,Escherichia_coli_BW25113
BW25113_2012,FALSE,Escherichia_coli_BW25113
BW25113_2293,FALSE,Escherichia_coli_BW25113
BW25113_2334,FALSE,Escherichia_coli_BW25113
BW25113_2548,FALSE,Escherichia_coli_BW25113
BW25113_2644,FALSE,Escherichia_coli_BW25113
BW25113_2757,FALSE,Escherichia_coli_BW25113
BW25113_2800,FALSE,Escherichia_coli_BW25113
BW25113_2909,FALSE,Escherichia_coli_BW25113
BW25113_2986,FALSE,Escherichia_coli_BW25113
BW25113_2992,FALSE,Escherichia_coli_BW25113
BW25113_3060,FALSE,Escherichia_coli_BW25113
BW25113_3072,FALSE,Escherichia_coli_BW25113
BW25113_3089,FALSE,Escherichia_coli_BW25113
BW25113_3110,FALSE,Escherichia_coli_BW25113
BW25113_3359,FALSE,Escherichia_coli_BW25113
BW25113_3401,FALSE,Escherichia_coli_BW25113
BW25113_3432,FALSE,Escherichia_coli_BW25113
BW25113_3437,FALSE,Escherichia_coli_BW25113
BW25113_3471,TRUE,Escherichia_coli_BW25113
BW25113_3549,FALSE,Escherichia_coli_BW25113
BW25113_3553,FALSE,Escherichia_coli_BW25113
BW25113_3604,FALSE,Escherichia_coli_BW25113
BW25113_3645,FALSE,Escherichia_coli_BW25113
BW25113_3723,FALSE,Escherichia_coli_BW25113
BW25113_3812,FALSE,Escherichia_coli_BW25113
BW25113_3844,FALSE,Escherichia_coli_BW25113
BW25113_3857,FALSE,Escherichia_coli_BW25113
BW25113_3909,FALSE,Escherichia_coli_BW25113
BW25113_3930,FALSE,Escherichia_coli_BW25113
BW25113_3934,FALSE,Escherichia_coli_BW25113
BW25113_3951,FALSE,Escherichia_coli_BW25113
BW25113_4015,FALSE,Escherichia_coli_BW25113
BW25113_4022,FALSE,Escherichia_coli_BW25113
BW25113_4090,FALSE,Escherichia_coli_BW25113
BW25113_4119,FALSE,Escherichia_coli_BW25113
BW25113_4218,FALSE,Escherichia_coli_BW25113
BW25113_4292,FALSE,Escherichia_coli_BW25113
BW25113_4352,FALSE,Escherichia_coli_BW25113
BW25113_4357,FALSE,Escherichia_coli_BW25113
BW25113_4473,FALSE,Escherichia_coli_BW25113
BW25113_4515,FALSE,Escherichia_coli_BW25113
BW25113_4529,FALSE,Escherichia_coli_BW25113
BW25113_4535,FALSE,Escherichia_coli_BW25113
BW25113_4594,FALSE,Escherichia_coli_BW25113
BW25113_0010,FALSE,Escherichia_coli_BW25113
BW25113_0044,FALSE,Escherichia_coli_BW25113
BW25113_0306,FALSE,Escherichia_coli_BW25113
BW25113_0317,FALSE,Escherichia_coli_BW25113
BW25113_0352,FALSE,Escherichia_coli_BW25113
BW25113_0457,FALSE,Escherichia_coli_BW25113
BW25113_0487,FALSE,Escherichia_coli_BW25113
BW25113_0621,FALSE,Escherichia_coli_BW25113
BW25113_1734,FALSE,Escherichia_coli_BW25113
BW25113_1786,FALSE,Escherichia_coli_BW25113
BW25113_2082,FALSE,Escherichia_coli_BW25113
BW25113_2154,FALSE,Escherichia_coli_BW25113
BW25113_2225,FALSE,Escherichia_coli_BW25113
BW25113_2407,FALSE,Escherichia_coli_BW25113
BW25113_2432,FALSE,Escherichia_coli_BW25113
BW25113_2499,FALSE,Escherichia_coli_BW25113
BW25113_2783,TRUE,Escherichia_coli_BW25113
BW25113_2866,FALSE,Escherichia_coli_BW25113
BW25113_2870,FALSE,Escherichia_coli_BW25113
BW25113_2877,FALSE,Escherichia_coli_BW25113
BW25113_2882,FALSE,Escherichia_coli_BW25113
BW25113_2944,FALSE,Escherichia_coli_BW25113
BW25113_2953,FALSE,Escherichia_coli_BW25113
BW25113_2977,FALSE,Escherichia_coli_BW25113
BW25113_3008,FALSE,Escherichia_coli_BW25113
BW25113_3091,FALSE,Escherichia_coli_BW25113
BW25113_3105,FALSE,Escherichia_coli_BW25113
BW25113_3145,FALSE,Escherichia_coli_BW25113
BW25113_3151,FALSE,Escherichia_coli_BW25113
BW25113_3232,FALSE,Escherichia_coli_BW25113
BW25113_3349,FALSE,Escherichia_coli_BW25113
BW25113_3350,FALSE,Escherichia_coli_BW25113
BW25113_3410,FALSE,Escherichia_coli_BW25113
BW25113_3448,FALSE,Escherichia_coli_BW25113
BW25113_3474,FALSE,Escherichia_coli_BW25113
BW25113_3603,FALSE,Escherichia_coli_BW25113
BW25113_3613,FALSE,Escherichia_coli_BW25113
BW25113_3665,FALSE,Escherichia_coli_BW25113
BW25113_3688,FALSE,Escherichia_coli_BW25113
BW25113_3752,FALSE,Escherichia_coli_BW25113
BW25113_3856,FALSE,Escherichia_coli_BW25113
BW25113_3915,FALSE,Escherichia_coli_BW25113
BW25113_3929,FALSE,Escherichia_coli_BW25113
BW25113_3963,FALSE,Escherichia_coli_BW25113
BW25113_4033,FALSE,Escherichia_coli_BW25113
BW25113_4159,FALSE,Escherichia_coli_BW25113
BW25113_4172,FALSE,Escherichia_coli_BW25113
BW25113_4235,FALSE,Escherichia_coli_BW25113
BW25113_4289,FALSE,Escherichia_coli_BW25113
BW25113_4301,FALSE,Escherichia_coli_BW25113
BW25113_4311,FALSE,Escherichia_coli_BW25113
BW25113_4367,FALSE,Escherichia_coli_BW25113
BW25113_4379,FALSE,Escherichia_coli_BW25113
BW25113_4387,FALSE,Escherichia_coli_BW25113
BW25113_4465,FALSE,Escherichia_coli_BW25113
BW25113_4483,FALSE,Escherichia_coli_BW25113
BW25113_4655,FALSE,Escherichia_coli_BW25113
BW25113_0041,FALSE,Escherichia_coli_BW25113
BW25113_0055,FALSE,Escherichia_coli_BW25113
BW25113_0058,FALSE,Escherichia_coli_BW25113
BW25113_0147,FALSE,Escherichia_coli_BW25113
BW25113_0155,FALSE,Escherichia_coli_BW25113
BW25113_0162,FALSE,Escherichia_coli_BW25113
BW25113_0253,FALSE,Escherichia_coli_BW25113
BW25113_0365,FALSE,Escherichia_coli_BW25113
BW25113_0428,FALSE,Escherichia_coli_BW25113
BW25113_0434,FALSE,Escherichia_coli_BW25113
BW25113_0515,FALSE,Escherichia_coli_BW25113
BW25113_0520,FALSE,Escherichia_coli_BW25113
BW25113_0751,FALSE,Escherichia_coli_BW25113
BW25113_0781,FALSE,Escherichia_coli_BW25113
BW25113_0802,FALSE,Escherichia_coli_BW25113
BW25113_0822,FALSE,Escherichia_coli_BW25113
BW25113_1062,FALSE,Escherichia_coli_BW25113
BW25113_1211,TRUE,Escherichia_coli_BW25113
BW25113_1731,FALSE,Escherichia_coli_BW25113
BW25113_1823,FALSE,Escherichia_coli_BW25113
BW25113_2028,FALSE,Escherichia_coli_BW25113
BW25113_2271,FALSE,Escherichia_coli_BW25113
BW25113_2275,FALSE,Escherichia_coli_BW25113
BW25113_2343,FALSE,Escherichia_coli_BW25113
BW25113_2360,FALSE,Escherichia_coli_BW25113
BW25113_2706,FALSE,Escherichia_coli_BW25113
BW25113_2753,FALSE,Escherichia_coli_BW25113
BW25113_2759,FALSE,Escherichia_coli_BW25113
BW25113_2788,FALSE,Escherichia_coli_BW25113
BW25113_2796,FALSE,Escherichia_coli_BW25113
BW25113_2904,FALSE,Escherichia_coli_BW25113
BW25113_2980,FALSE,Escherichia_coli_BW25113
BW25113_3006,FALSE,Escherichia_coli_BW25113
BW25113_3032,FALSE,Escherichia_coli_BW25113
BW25113_3117,FALSE,Escherichia_coli_BW25113
BW25113_3403,FALSE,Escherichia_coli_BW25113
BW25113_3525,FALSE,Escherichia_coli_BW25113
BW25113_3527,FALSE,Escherichia_coli_BW25113
BW25113_3543,FALSE,Escherichia_coli_BW25113
BW25113_3578,FALSE,Escherichia_coli_BW25113
BW25113_3597,FALSE,Escherichia_coli_BW25113
BW25113_3600,FALSE,Escherichia_coli_BW25113
BW25113_3644,FALSE,Escherichia_coli_BW25113
BW25113_3742,FALSE,Escherichia_coli_BW25113
BW25113_4003,FALSE,Escherichia_coli_BW25113
BW25113_4076,FALSE,Escherichia_coli_BW25113
BW25113_4085,FALSE,Escherichia_coli_BW25113
BW25113_4095,FALSE,Escherichia_coli_BW25113
BW25113_4107,FALSE,Escherichia_coli_BW25113
BW25113_4154,FALSE,Escherichia_coli_BW25113
BW25113_4196,FALSE,Escherichia_coli_BW25113
BW25113_4211,FALSE,Escherichia_coli_BW25113
BW25113_4393,FALSE,Escherichia_coli_BW25113
BW25113_4595,FALSE,Escherichia_coli_BW25113
BW25113_0071,FALSE,Escherichia_coli_BW25113
BW25113_0109,FALSE,Escherichia_coli_BW25113
BW25113_0192,FALSE,Escherichia_coli_BW25113
BW25113_0246,FALSE,Escherichia_coli_BW25113
BW25113_0399,FALSE,Escherichia_coli_BW25113
BW25113_0566,FALSE,Escherichia_coli_BW25113
BW25113_0574,FALSE,Escherichia_coli_BW25113
BW25113_0826,FALSE,Escherichia_coli_BW25113
BW25113_0843,FALSE,Escherichia_coli_BW25113
BW25113_0945,FALSE,Escherichia_coli_BW25113
BW25113_1078,FALSE,Escherichia_coli_BW25113
BW25113_1141,FALSE,Escherichia_coli_BW25113
BW25113_1158,FALSE,Escherichia_coli_BW25113
BW25113_1739,FALSE,Escherichia_coli_BW25113
BW25113_2141,FALSE,Escherichia_coli_BW25113
BW25113_2268,FALSE,Escherichia_coli_BW25113
BW25113_2344,FALSE,Escherichia_coli_BW25113
BW25113_2373,FALSE,Escherichia_coli_BW25113
BW25113_2374,FALSE,Escherichia_coli_BW25113
BW25113_2390,FALSE,Escherichia_coli_BW25113
BW25113_2476,FALSE,Escherichia_coli_BW25113
BW25113_2702,FALSE,Escherichia_coli_BW25113
BW25113_2921,FALSE,Escherichia_coli_BW25113
